Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R70,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,174.489499,70.8745,180.0,top
R71,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,171.115,71.811,-90.0,top
R72,825,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,174.442499,72.6525,0.0,top
R73,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,184.577,68.255,90.0,top
R74,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,198.619499,70.8745,180.0,top
R75,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,195.245,71.811,-90.0,top
R76,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,208.707,68.255,90.0,top
R77,825,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,198.572499,72.6525,0.0,top
R78,825,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,222.543498,72.619,0.0,top
R79,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,219.215999,71.7775,-90.0,top
R80,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,232.677999,68.2215,90.0,top
R81,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,222.590498,70.841,180.0,top
R82,825,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,246.532499,72.6285,0.0,top
R83,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,246.579499,70.8505,180.0,top
R84,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,243.205,71.787,-90.0,top
R85,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,256.667,68.231,90.0,top
R86,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,276.86,67.2065,90.0,top
R87,120,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,126.8965,62.484,180.0,top
R88,4.87k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,116.713,188.932499,90.0,bottom
R89,1.5k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,119.38,190.3505,270.0,bottom
R90,2.2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,126.2615,184.717999,0.0,bottom
R91,49.9,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,109.4975,180.34,180.0,bottom
R92,49.9,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,109.4975,182.88,0.0,bottom
R93,49.9,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,109.4505,175.26,180.0,bottom
R94,49.9,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,109.4505,177.8,0.0,bottom
R95,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,144.9485,92.673,180.0,bottom
R96,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,152.6865,92.625,180.0,bottom
R97,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,160.8085,92.371,180.0,bottom
R98,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,115.2625,104.2115,180.0,bottom
R99,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,136.9385,92.625,180.0,bottom
R100,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,107.1405,104.4655,180.0,bottom
R101,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,99.4025,104.5135,180.0,bottom
R102,1M,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,91.3925,104.4655,180.0,bottom
R103,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,115.9125,89.0,180.0,top
R104,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,197.9125,187.0,0.0,top
TC1,Thermocouple_Alt,JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical,99.299,101.8015,180.0,top
TC2,Thermocouple_Alt,JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical,91.289,101.7535,180.0,top
TC3,Thermocouple_Alt,JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical,107.037,101.7535,180.0,top
TC4,Thermocouple_Alt,JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical,115.159,101.4995,180.0,top
TC5,Thermocouple_Alt,JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical,136.835,89.913,180.0,top
TC6,Thermocouple_Alt,JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical,152.583,89.913,180.0,top
TC7,Thermocouple_Alt,JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical,144.845,89.961,180.0,top
TC8,Thermocouple_Alt,JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical,160.705,89.659,180.0,top
U1,Generic Switching Reg,generic_regulator,138.43,203.835,180.0,top
U2,BTS6143D,TO-252-4,213.346001,197.175,0.0,top
U3,BTS6143D,TO-252-4,239.000001,197.428,0.0,top
U4,BTS6143D,TO-252-4,264.287,197.429,0.0,top
U5,LM3940IMPX-3.3/NOPB,SOT-223,143.764,187.96,0.0,top
U6,74LS06,SOIC-14_3.9x8.7mm_P1.27mm,221.234,176.53,0.0,top
U7,INA260,TSSOP-16_4.4x5mm_P0.65mm,254.5185,167.689,0.0,top
U8,LM2940IMPX-12/NOPB,DCY0004A_N,138.924,154.834,-90.0,top
U9,Pololu 36v4 Breakout,pololu,249.936,162.306,0.0,top
U10,AD4111BCPZ,AD4111BCPZ_ADI,110.759999,126.997302,90.0,top
U11,AD4111BCPZ,AD4111BCPZ_ADI,156.305999,115.156802,90.0,top
U12,Pololu 36v4 Breakout,pololu,249.936,128.016,0.0,top
U13,INA260,TSSOP-16_4.4x5mm_P0.65mm,254.254,133.805,0.0,top
U14,AD8495,MSOP-8_3x3mm_P0.65mm,107.102,110.5615,180.0,top
U15,AD8495,MSOP-8_3x3mm_P0.65mm,99.364,110.6095,180.0,top
U16,AD8495,MSOP-8_3x3mm_P0.65mm,91.354,110.5615,180.0,top
U17,AD8495,MSOP-8_3x3mm_P0.65mm,115.224,110.3075,180.0,top
U18,AD8495,MSOP-8_3x3mm_P0.65mm,136.9,98.721,180.0,top
U19,AD8495,MSOP-8_3x3mm_P0.65mm,152.648,98.721,180.0,top
U20,AD8495,MSOP-8_3x3mm_P0.65mm,160.77,98.467,180.0,top
U21,AD8495,MSOP-8_3x3mm_P0.65mm,144.91,98.769,180.0,top
U22,INA260,TSSOP-16_4.4x5mm_P0.65mm,256.3545,99.071,0.0,top
U23,Pololu 36v4 Breakout,pololu,249.936,93.218,0.0,top
U24,TJA1462AT/0Z,SO8_SOT96-1_NXP,113.736095,69.898972,-90.0,top
U25,TJA1462AT/0Z,SO8_SOT96-1_NXP,128.863,69.544652,-90.0,top
U26,BTS6143D,TO-252-4,149.352,64.238,180.0,top
U27,BTS6143D,TO-252-4,173.401,64.2705,180.0,top
U28,74LS06,SOIC-14_3.9x8.7mm_P1.27mm,214.884,85.852,0.0,top
U29,BTS6143D,TO-252-4,197.531,64.2705,180.0,top
U30,BTS6143D,TO-252-4,221.501999,64.237,180.0,top
U31,BTS6143D,TO-252-4,245.491,64.2465,180.0,top
U32,DP83848KSQ/NOPB,RTA40,120.015,182.177999,90.0,bottom
U33,STM32H723ZGTx,LQFP-144_20x20mm_P0.5mm,206.785776,127.544756,135.0,bottom
Y1,50MHz,Crystal_SMD_EuroQuartz_X22-4Pin_2.5x2.0mm_HandSoldering,191.10124,114.77024,0.0,bottom
